secs,nano_secs,pressure,depth,time
1697719866,260213581,1543600.0,143,0.567
1697719866,271630509,1543200.0,143,0.578
1697719866,283115864,1542700.0,143,0.589
1697719866,294484274,1542600.0,143,0.6
1697719866,305899073,1541700.0,143,0.611
1697719866,317372723,1543100.0,143,0.622
1697719866,328677170,1543500.0,143,0.633
1697719866,340085173,1541500.0,143,0.644
1697719866,351835027,1541300.0,143,0.656
1697719866,363257992,1542600.0,143,0.667
1697719866,374650477,1543300.0,143,0.678
1697719866,386004553,1542700.0,143,0.689
1697719866,397498796,1542900.0,143,0.7
1697719866,408873262,1544200.0,143,0.711
1697719866,420225765,1542900.0,143,0.722
1697719866,431683638,1542600.0,143,0.733
1697719866,443218881,1542400.0,143,0.745
1697719866,454650698,1543300.0,143,0.756
1697719866,466002386,1543000.0,143,0.767
1697719866,477426407,1542700.0,143,0.778
1697719866,488847132,1542800.0,143,0.789
1697719866,500194912,1543600.0,143,0.8
1697719866,511674989,1542600.0,143,0.811
1697719866,523150343,1541600.0,143,0.822
1697719866,534537124,1542500.0,143,0.833
1697719866,545972996,1543600.0,143,0.844
1697719866,557648591,1543200.0,143,0.856
1697719866,569007946,1543600.0,143,0.867
1697719866,580308430,1542500.0,143,0.878
1697719866,591719321,1542800.0,143,0.889
1697719866,603144343,1542100.0,143,0.9
1697719866,614795123,1541800.0,143,0.912
1697719866,626143922,1541700.0,143,0.923
1697719866,637640517,1542400.0,143,0.934
1697719866,649042315,1543800.0,143,0.945
1697719866,660630244,1542400.0,143,0.957
1697719866,672059857,1544200.0,143,0.968
1697719866,683433045,1543300.0,143,0.979
1697719866,694837048,1542400.0,143,0.99
1697719866,706208180,1542400.0,143,1.001
1697719866,717629090,1543700.0,143,1.012
1697719866,728988278,1542500.0,143,1.023
1697719866,740389169,1544500.0,144,1.034
1697719866,751854876,1542800.0,143,1.045
1697719866,763243415,1543500.0,143,1.056
1697719866,774577288,1542400.0,143,1.067
1697719866,785931569,1543800.0,143,1.078
1697719866,797335886,1543100.0,143,1.089
1697719866,808720889,1542700.0,143,1.1
1697719866,820174780,1542400.0,143,1.111
1697719866,831624764,1543000.0,143,1.122
1697719866,843077322,1542000.0,143,1.133
1697719866,855348453,1542400.0,143,1.145
1697719866,866780234,1542800.0,143,1.156
1697719866,878101866,1541800.0,143,1.167
1697719866,889424720,1543000.0,143,1.178
1697719866,900789353,1542300.0,143,1.189
1697719866,912264540,1543200.0,143,1.2
1697719866,923605358,1542000.0,143,1.211
1697719866,935093916,1545000.0,144,1.222
1697719866,946505585,1542900.0,143,1.233
1697719866,957841847,1542800.0,143,1.244
1697719866,969270627,1543900.0,143,1.255
1697719866,980691760,1542800.0,143,1.266
1697719866,992204873,1543500.0,143,1.278
1697719867,3628968,1542500.0,143,1.289
1697719867,14930287,1543600.0,143,1.3
1697719867,26281366,1542500.0,143,1.311
1697719867,37779740,1542800.0,143,1.322
1697719867,49205134,1542500.0,143,1.333
1697719867,60538212,1542800.0,143,1.344
1697719867,71870494,1542300.0,143,1.355
1697719867,83334739,1543300.0,143,1.366
1697719867,94722281,1542600.0,143,1.377
1697719867,106142322,1542000.0,143,1.388
1697719867,117482345,1542600.0,143,1.399
1697719867,128898053,1542400.0,143,1.41
1697719867,140414002,1543200.0,143,1.422
1697719867,151765543,1542600.0,143,1.433
1697719867,163121326,1543000.0,143,1.444
1697719867,174652182,1544000.0,143,1.456
1697719867,186019797,1543200.0,143,1.467
1697719867,197280450,1541900.0,143,1.478
1697719867,208657713,1542300.0,143,1.489
1697719867,220143199,1543100.0,143,1.5
1697719867,231479833,1543200.0,143,1.511
1697719867,242876763,1542000.0,143,1.522
1697719867,254220435,1543000.0,143,1.533
1697719867,265607457,1543200.0,143,1.544
1697719867,277043591,1543200.0,143,1.555
1697719867,288394874,1543300.0,143,1.566
1697719867,299813359,1543300.0,143,1.577
1697719867,311237142,1543800.0,143,1.588
1697719867,322593313,1542100.0,143,1.599
1697719867,333973391,1541700.0,143,1.61
1697719867,345347784,1542500.0,143,1.621
1697719867,356789622,1542300.0,143,1.632
1697719867,368144738,1542800.0,143,1.643
1697719867,379517501,1542800.0,143,1.654
1697719867,390942894,1542700.0,143,1.665
1697719867,402376528,1541400.0,143,1.676
1697719867,413799996,1543000.0,143,1.687
1697719867,425125574,1543000.0,143,1.698
1697719867,436470375,1542900.0,143,1.709
1697719867,447910916,1543800.0,143,1.72
1697719867,459257624,1543800.0,143,1.731
1697719867,470642518,1542400.0,143,1.742
1697719867,482039522,1543000.0,143,1.753
1697719867,493417878,1542800.0,143,1.764
1697719867,504818012,1543700.0,143,1.775
1697719867,516223128,1542700.0,143,1.786
1697719867,527572521,1543200.0,143,1.797
1697719867,538876692,1542800.0,143,1.808
1697719867,550228197,1543200.0,143,1.819
1697719867,561670849,1543200.0,143,1.83
1697719867,573556964,1544300.0,144,1.842
1697719867,584859802,1544000.0,143,1.853
1697719867,596381973,1543400.0,143,1.865
1697719867,608271550,1543400.0,143,1.877
1697719867,619607721,1543000.0,143,1.888
1697719867,630979615,1543100.0,143,1.899
1697719867,642425415,1543300.0,143,1.91
1697719867,653855346,1541200.0,143,1.921
1697719867,665380683,1542000.0,143,1.933
1697719867,676782484,1543800.0,143,1.944
1697719867,688170729,1542600.0,143,1.955
1697719867,699546493,1543400.0,143,1.966
1697719867,710912404,1542400.0,143,1.977
1697719867,722310353,1543300.0,143,1.988
1697719867,733711987,1542400.0,143,1.999
1697719867,745106566,1541800.0,143,2.01
1697719867,756506570,1542400.0,143,2.021
1697719867,767922722,1542600.0,143,2.032
1697719867,779298560,1545200.0,144,2.043
1697719867,790723157,1543300.0,143,2.054
1697719867,802057273,1542400.0,143,2.065
1697719867,813612777,1542300.0,143,2.077
1697719867,824974540,1542200.0,143,2.088
1697719867,836313397,1542500.0,143,2.099
1697719867,847674549,1544100.0,143,2.11
1697719867,859161905,1542700.0,143,2.121
1697719867,870579410,1543700.0,143,2.132
1697719867,881982007,1542300.0,143,2.143
1697719867,893401252,1541900.0,143,2.154
1697719867,904816664,1542300.0,143,2.165
1697719867,916323723,1542700.0,143,2.177
1697719867,927814672,1543000.0,143,2.188
1697719867,939168862,1543600.0,143,2.199
1697719867,950584773,1542700.0,143,2.21
1697719867,961865352,1542800.0,143,2.221
1697719867,973647004,1542400.0,143,2.233
1697719867,985056212,1541200.0,143,2.244
1697719867,996492513,1542200.0,143,2.255
1697719868,7845869,1542800.0,143,2.266
1697719868,19494468,1543500.0,143,2.278
1697719868,30957066,1543400.0,143,2.289
1697719868,42374850,1543000.0,143,2.3
1697719868,54403208,1543100.0,143,2.312
1697719868,65845417,1543400.0,143,2.323
1697719868,77228386,1542300.0,143,2.334
1697719868,88617096,1541900.0,143,2.345
1697719868,100014806,1542800.0,143,2.356
1697719868,111464312,1543100.0,143,2.367
1697719868,122885374,1543400.0,143,2.378
1697719868,134206139,1542400.0,143,2.389
1697719868,145532275,1542500.0,143,2.4
1697719868,157047540,1544600.0,144,2.412
1697719868,168322047,1544500.0,144,2.423
1697719868,179663868,1543300.0,143,2.434
1697719868,191168929,1542700.0,143,2.446
1697719868,202690842,1543800.0,143,2.458
1697719868,214044756,1542900.0,143,2.469
1697719868,225430651,1543000.0,143,2.48
1697719868,236908490,1542800.0,143,2.491
1697719868,248369793,1541900.0,143,2.502
1697719868,259866336,1542700.0,143,2.513
1697719868,271239823,1542400.0,143,2.524
1697719868,282592515,1542200.0,143,2.535
1697719868,293954391,1542200.0,143,2.546
1697719868,305324212,1543700.0,143,2.557
1697719868,316711015,1542500.0,143,2.568
1697719868,328440983,1542900.0,143,2.58
1697719868,339750749,1542600.0,143,2.591
1697719868,351120107,1543200.0,143,2.602
1697719868,362531465,1542800.0,143,2.613
1697719868,373912730,1543300.0,143,2.624
1697719868,385275699,1543900.0,143,2.635
1697719868,396681520,1542700.0,143,2.646
1697719868,408069563,1541700.0,143,2.657
1697719868,419470718,1543600.0,143,2.668
1697719868,430978094,1544100.0,143,2.68
1697719868,442453211,1542700.0,143,2.691
1697719868,453910439,1543700.0,143,2.702
1697719868,465236427,1542500.0,143,2.713
1697719868,476652970,1542400.0,143,2.724
1697719868,488004884,1543500.0,143,2.735
1697719868,499506853,1542800.0,143,2.747
1697719868,511060507,1543200.0,143,2.759
1697719868,522456235,1543200.0,143,2.77
1697719868,533799149,1542800.0,143,2.781
1697719868,545193970,1543000.0,143,2.792
1697719868,556573550,1543400.0,143,2.803
1697719868,567966575,1542500.0,143,2.814
1697719868,579376858,1543700.0,143,2.825
1697719868,590709105,1544300.0,144,2.836
1697719868,602059704,1542600.0,143,2.847
1697719868,613561488,1541800.0,143,2.859
1697719868,625001920,1542700.0,143,2.87
1697719868,636500593,1542800.0,143,2.881
1697719868,647868710,1543300.0,143,2.892
1697719868,659278623,1543300.0,143,2.903
1697719868,670731796,1543900.0,143,2.914
1697719868,682131228,1545000.0,144,2.925
1697719868,693543271,1543700.0,143,2.936
1697719868,704996185,1542600.0,143,2.947
1697719868,716412765,1544100.0,143,2.958
1697719868,727738530,1542100.0,143,2.969
1697719868,739192073,1543200.0,143,2.98
1697719868,750638135,1542000.0,143,2.991
1697719868,761963049,1543200.0,143,3.002
1697719868,773297592,1542900.0,143,3.013
1697719868,784682098,1542800.0,143,3.024
1697719868,796083474,1542800.0,143,3.035
1697719868,807417018,1542600.0,143,3.046
1697719868,818727098,1542000.0,143,3.057
1697719868,830080863,1541900.0,143,3.068
1697719868,841399721,1542500.0,143,3.079
1697719868,852694765,1542200.0,143,3.09
1697719868,864111789,1542200.0,143,3.101
1697719868,875435147,1542600.0,143,3.112
1697719868,886768931,1542100.0,143,3.123
1697719868,898104271,1542200.0,143,3.134
1697719868,909523944,1541700.0,143,3.145
1697719868,920994042,1541800.0,143,3.156
1697719868,932437956,1542000.0,143,3.167
1697719868,943908869,1542200.0,143,3.178
1697719868,955267412,1544000.0,143,3.189
1697719868,966646307,1543000.0,143,3.2
1697719868,978081276,1542700.0,143,3.211
1697719868,989511690,1542600.0,143,3.222
1697719869,860752,1542300.0,143,3.233
1697719869,12234462,1543600.0,143,3.244
1697719869,23671304,1542900.0,143,3.255
1697719869,35048571,1543100.0,143,3.266
1697719869,46512227,1543100.0,143,3.277
1697719869,57846309,1543900.0,143,3.288
1697719869,69257835,1542800.0,143,3.299
1697719869,80712324,1544200.0,143,3.31
1697719869,92104332,1542700.0,143,3.321
1697719869,103548896,1543000.0,143,3.332
1697719869,114858144,1542900.0,143,3.343
1697719869,126224856,1544000.0,143,3.354
1697719869,137607549,1543500.0,143,3.365
1697719869,148988001,1544600.0,144,3.376
1697719869,160298435,1542300.0,143,3.387
1697719869,171616424,1542800.0,143,3.398
1697719869,183075043,1542800.0,143,3.409
1697719869,194516162,1542000.0,143,3.42
1697719869,205853892,1543000.0,143,3.431
1697719869,217187771,1541700.0,143,3.442
1697719869,228527945,1543100.0,143,3.453
1697719869,239932379,1542800.0,143,3.464
1697719869,251281535,1543400.0,143,3.475
1697719869,262701024,1543800.0,143,3.486
1697719869,274148532,1542700.0,143,3.497
1697719869,285571207,1543100.0,143,3.508
1697719869,297368010,1543500.0,143,3.52
1697719869,308697815,1543200.0,143,3.531
1697719869,320196545,1542300.0,143,3.542
1697719869,331496534,1543200.0,143,3.553
1697719869,342924783,1542600.0,143,3.564
1697719869,354289994,1544000.0,143,3.575
1697719869,365679650,1543500.0,143,3.586
1697719869,377086584,1542100.0,143,3.597
1697719869,388523425,1542600.0,143,3.608
1697719869,399959840,1542700.0,143,3.619
1697719869,411374626,1544000.0,143,3.63
1697719869,422787097,1541900.0,143,3.641
1697719869,434121160,1543400.0,143,3.652
1697719869,445647557,1541700.0,143,3.664
1697719869,457071472,1542800.0,143,3.675
1697719869,468496184,1543100.0,143,3.686
1697719869,479904340,1541900.0,143,3.697
1697719869,491270070,1544000.0,143,3.708
1697719869,502706911,1542300.0,143,3.719
1697719869,514023641,1543400.0,143,3.73
1697719869,525435890,1542500.0,143,3.741
1697719869,536792638,1542300.0,143,3.752
1697719869,548352850,1543700.0,143,3.764
1697719869,559750265,1543100.0,143,3.775
1697719869,571165865,1541200.0,143,3.786
1697719869,582613780,1541400.0,143,3.797
1697719869,594025196,1543600.0,143,3.808
1697719869,605405611,1544100.0,143,3.819
1697719869,616780378,1543100.0,143,3.83
1697719869,628264145,1543500.0,143,3.841
1697719869,639607209,1542900.0,143,3.852
1697719869,651125068,1542800.0,143,3.864
1697719869,662572780,1543400.0,143,3.875
1697719869,673955769,1543600.0,143,3.886
1697719869,685315610,1542300.0,143,3.897
1697719869,696787655,1543200.0,143,3.908
1697719869,708120200,1542600.0,143,3.919
1697719869,719443801,1543100.0,143,3.93
1697719869,730896123,1543000.0,143,3.941
1697719869,742257501,1543000.0,143,3.952
1697719869,753668824,1542800.0,143,3.963
1697719869,765006795,1543000.0,143,3.974
1697719869,776352932,1544700.0,144,3.985
1697719869,787756533,1544100.0,143,3.996
1697719869,799099356,1543100.0,143,4.007
1697719869,810467160,1542300.0,143,4.018
1697719869,821883131,1543600.0,143,4.029
1697719869,833280009,1542300.0,143,4.04
1697719869,844698387,1542400.0,143,4.051
1697719869,856126858,1542800.0,143,4.062
1697719869,867555680,1543600.0,143,4.073
1697719869,878940170,1542800.0,143,4.084
1697719869,890296511,1541500.0,143,4.095
1697719869,901711815,1542800.0,143,4.106
1697719869,913107027,1543300.0,143,4.117
1697719869,924428812,1543700.0,143,4.128
1697719869,935800005,1542400.0,143,4.139
1697719869,947111495,1543000.0,143,4.15
1697719869,958604392,1542500.0,143,4.161
1697719869,969975270,1543500.0,143,4.172
1697719869,981289685,1541600.0,143,4.183
1697719869,992661878,1542700.0,143,4.194
1697719870,4044830,1542600.0,143,4.205
1697719870,15389525,1543000.0,143,4.216
1697719870,26782146,1543500.0,143,4.227
1697719870,38159396,1543300.0,143,4.238
1697719870,49695702,1542800.0,143,4.25
1697719870,61188804,1543000.0,143,4.261
1697719870,72700888,1543100.0,143,4.273
1697719870,84129175,1542800.0,143,4.284
1697719870,95663481,1541900.0,143,4.296
1697719870,107111305,1542300.0,143,4.307
1697719870,118528537,1543100.0,143,4.318
1697719870,130023657,1542300.0,143,4.329
1697719870,141488704,1542900.0,143,4.34
1697719870,152848251,1542300.0,143,4.351
1697719870,164535204,1542300.0,143,4.363
1697719870,176092214,1544100.0,143,4.375
1697719870,187474612,1542000.0,143,4.386
1697719870,198845418,1543200.0,143,4.397
1697719870,210288372,1543000.0,143,4.408
1697719870,221771937,1543400.0,143,4.419
1697719870,233143502,1543200.0,143,4.43
1697719870,244498975,1543100.0,143,4.441
1697719870,255947077,1542600.0,143,4.452
1697719870,267308476,1542800.0,143,4.463
1697719870,278883485,1542100.0,143,4.475
1697719870,290224310,1543800.0,143,4.486
1697719870,301638801,1543300.0,143,4.497
1697719870,313034440,1542900.0,143,4.508
1697719870,324388135,1543100.0,143,4.519
1697719870,335860274,1543200.0,143,4.53
1697719870,347311505,1542600.0,143,4.541
1697719870,358656182,1541900.0,143,4.552
1697719870,370017080,1543000.0,143,4.563
1697719870,381489349,1542400.0,143,4.574
1697719870,392934247,1542800.0,143,4.585
1697719870,404429905,1543200.0,143,4.596
1697719870,415840415,1543300.0,143,4.607
1697719870,427261869,1542800.0,143,4.618
1697719870,438685193,1544100.0,143,4.629
1697719870,450003795,1542500.0,143,4.64
1697719870,461366434,1542900.0,143,4.651
1697719870,472747796,1543000.0,143,4.662
1697719870,484165694,1542400.0,143,4.673
1697719870,495661463,1542900.0,143,4.684
1697719870,507327213,1542600.0,143,4.696
1697719870,518718649,1543400.0,143,4.707
1697719870,530077547,1543100.0,143,4.718
1697719870,541483409,1543000.0,143,4.729
1697719870,552890807,1543500.0,143,4.74
1697719870,564258835,1541900.0,143,4.751
1697719870,575731734,1542200.0,143,4.762
1697719870,587210188,1542300.0,143,4.773
1697719870,598656827,1543700.0,143,4.784
1697719870,610015818,1544200.0,143,4.795
1697719870,621410883,1543100.0,143,4.806
1697719870,632749319,1542200.0,143,4.817
1697719870,644127254,1541400.0,143,4.828
1697719870,655553967,1542400.0,143,4.839
1697719870,666980718,1544300.0,144,4.85
1697719870,678338857,1543100.0,143,4.861
1697719870,689682922,1541900.0,143,4.872
1697719870,701113172,1541800.0,143,4.883
1697719870,712572293,1543500.0,143,4.894
1697719870,723948580,1543300.0,143,4.905
1697719870,735600979,1543200.0,143,4.917
1697719870,746957970,1542300.0,143,4.928
1697719870,758696109,1543700.0,143,4.94
1697719870,770065803,1542800.0,143,4.951
1697719870,781393109,1542100.0,143,4.962
1697719870,792748545,1543000.0,143,4.973
1697719870,804093536,1543300.0,143,4.984
1697719870,815395823,1543500.0,143,4.995
1697719870,826827722,1541700.0,143,5.006
1697719870,838156250,1543200.0,143,5.017
1697719870,849559185,1542400.0,143,5.028
1697719870,860997232,1543400.0,143,5.039
1697719870,872276501,1543700.0,143,5.05
1697719870,883760973,1543000.0,143,5.061
1697719870,895229890,1543000.0,143,5.072
1697719870,906644622,1542900.0,143,5.083
1697719870,917981484,1541900.0,143,5.094
1697719870,929340790,1542400.0,143,5.105
1697719870,940723466,1543000.0,143,5.116
1697719870,952105124,1543300.0,143,5.127
1697719870,963461800,1544000.0,143,5.138
1697719870,974962587,1543400.0,143,5.15
1697719870,986348726,1543700.0,143,5.161
1697719870,997832514,1543000.0,143,5.172
1697719871,9177098,1542100.0,143,5.183
1697719871,20537609,1542800.0,143,5.194
1697719871,31938509,1541700.0,143,5.205
1697719871,43325039,1542800.0,143,5.216
1697719871,54798143,1544900.0,144,5.227
1697719871,66231673,1543700.0,143,5.238
1697719871,77597240,1543700.0,143,5.249
1697719871,88991381,1542500.0,143,5.26
1697719871,100361114,1543800.0,143,5.271
1697719871,111799774,1543400.0,143,5.282
1697719871,123192563,1544000.0,143,5.293
1697719871,134541241,1542900.0,143,5.304
1697719871,145870085,1542300.0,143,5.315
1697719871,157274059,1544400.0,144,5.326
1697719871,168788904,1543200.0,143,5.338
1697719871,180266100,1543200.0,143,5.349
1697719871,191651075,1544100.0,143,5.36
1697719871,203032197,1543100.0,143,5.371
1697719871,214466264,1542200.0,143,5.382
1697719871,225751035,1543800.0,143,5.393
1697719871,237092768,1543500.0,143,5.404
1697719871,248643983,1543200.0,143,5.416
1697719871,260098013,1543600.0,143,5.427
1697719871,271409561,1542900.0,143,5.438
1697719871,282833646,1542500.0,143,5.449
1697719871,294154139,1544200.0,143,5.46
1697719871,305565928,1544100.0,143,5.471
1697719871,316993643,1543500.0,143,5.482
1697719871,328479043,1543400.0,143,5.493
1697719871,339856240,1542400.0,143,5.504
1697719871,351211455,1543700.0,143,5.515
1697719871,362677670,1542600.0,143,5.526
1697719871,374105700,1543600.0,143,5.537
1697719871,385461581,1543000.0,143,5.548
1697719871,396826685,1542600.0,143,5.559
1697719871,408226641,1541800.0,143,5.57
1697719871,419569523,1543600.0,143,5.581
1697719871,430981793,1542200.0,143,5.592
1697719871,442350379,1543700.0,143,5.603
1697719871,453887797,1544000.0,143,5.615
1697719871,465207883,1542100.0,143,5.626
1697719871,476613005,1542800.0,143,5.637
1697719871,487983201,1541400.0,143,5.648
1697719871,499308361,1542900.0,143,5.659
1697719871,510872520,1542400.0,143,5.671
1697719871,522258569,1541900.0,143,5.682
1697719871,533682987,1542700.0,143,5.693
1697719871,545064499,1543200.0,143,5.704
1697719871,556515714,1543300.0,143,5.715
1697719871,568005984,1542700.0,143,5.726
1697719871,579340958,1542300.0,143,5.737
1697719871,590720618,1542400.0,143,5.748
1697719871,602110444,1542400.0,143,5.759
1697719871,613668437,1542400.0,143,5.771
1697719871,625097855,1542300.0,143,5.782
1697719871,636516200,1543300.0,143,5.793
1697719871,648014322,1543200.0,143,5.804
1697719871,659312908,1543700.0,143,5.815
1697719871,670769623,1542900.0,143,5.826
1697719871,682154504,1542000.0,143,5.837
1697719871,693512960,1542500.0,143,5.848
1697719871,704922156,1542800.0,143,5.859
1697719871,716372316,1543100.0,143,5.87
1697719871,727724642,1542400.0,143,5.881
1697719871,739106209,1543800.0,143,5.892
1697719871,750544739,1543400.0,143,5.903
1697719871,762021102,1543200.0,143,5.914
1697719871,773430983,1542900.0,143,5.925
1697719871,784769328,1542200.0,143,5.936
1697719871,796194136,1542700.0,143,5.947
1697719871,807614591,1542800.0,143,5.958
1697719871,819006177,1543300.0,143,5.969
1697719871,830406966,1542500.0,143,5.98
1697719871,841873644,1542300.0,143,5.991
1697719871,853256377,1542300.0,143,6.002
1697719871,864649111,1543700.0,143,6.013
1697719871,876012603,1543500.0,143,6.024
1697719871,887401300,1542500.0,143,6.035
1697719871,898750089,1543600.0,143,6.046
1697719871,910148193,1543500.0,143,6.057
1697719871,921570575,1543700.0,143,6.068
1697719871,933037586,1541900.0,143,6.079
1697719871,944378449,1542600.0,143,6.09
1697719871,955732331,1544500.0,144,6.101
1697719871,967197916,1542700.0,143,6.112
1697719871,978561446,1543300.0,143,6.123
1697719871,989965087,1542700.0,143,6.134
1697719872,1347024,1542900.0,143,6.145
1697719872,12736499,1543400.0,143,6.156
1697719872,24244290,1542800.0,143,6.168
1697719872,35771655,1544400.0,144,6.18
1697719872,47164983,1543600.0,143,6.191
1697719872,58595681,1544300.0,144,6.202
1697719872,70013101,1543000.0,143,6.213
1697719872,81439410,1542800.0,143,6.224
1697719872,92904701,1542900.0,143,6.235
1697719872,104319566,1543500.0,143,6.246
1697719872,115707060,1543500.0,143,6.257
1697719872,127113759,1543400.0,143,6.268
1697719872,138561697,1542900.0,143,6.279
1697719872,149983710,1543900.0,143,6.29
1697719872,161408612,1543100.0,143,6.301
1697719872,172794236,1543500.0,143,6.312
1697719872,184242564,1543400.0,143,6.323
1697719872,195636985,1541800.0,143,6.334
1697719872,207017386,1543700.0,143,6.345
1697719872,218531714,1543000.0,143,6.357
1697719872,229872209,1543700.0,143,6.368
1697719872,241300259,1542400.0,143,6.379
1697719872,252767327,1543100.0,143,6.39
1697719872,264159562,1542200.0,143,6.401
1697719872,275599964,1543800.0,143,6.412
1697719872,286988829,1544200.0,143,6.423
1697719872,298704231,1542500.0,143,6.435
1697719872,310167336,1542800.0,143,6.446
1697719872,321617572,1543600.0,143,6.457
1697719872,333008659,1543700.0,143,6.468
1697719872,344332246,1544500.0,144,6.479
1697719872,355778203,1542200.0,143,6.49
1697719872,367277938,1544900.0,144,6.501
1697719872,378646229,1542700.0,143,6.512
1697719872,389995112,1542100.0,143,6.523
1697719872,401431848,1541900.0,143,6.534
1697719872,412902712,1543200.0,143,6.545
1697719872,424451448,1542300.0,143,6.557
1697719872,435732275,1542800.0,143,6.568
1697719872,447153862,1543200.0,143,6.579
1697719872,458586505,1542300.0,143,6.59
1697719872,469976999,1542900.0,143,6.601
1697719872,481431068,1543500.0,143,6.612
1697719872,492903137,1542400.0,143,6.623
1697719872,504428835,1542700.0,143,6.635
1697719872,515760237,1542400.0,143,6.646
1697719872,527272527,1543400.0,143,6.658
1697719872,538636299,1543100.0,143,6.669
1697719872,550023942,1543600.0,143,6.68
1697719872,561383307,1542800.0,143,6.691
1697719872,572739061,1543500.0,143,6.702
1697719872,584108092,1542200.0,143,6.713
1697719872,595482587,1542500.0,143,6.724
1697719872,606884266,1543700.0,143,6.735
1697719872,618195502,1542000.0,143,6.746
1697719872,629502644,1543900.0,143,6.757
1697719872,640891991,1542500.0,143,6.768
1697719872,652316485,1543400.0,143,6.779
1697719872,663654202,1543200.0,143,6.79
1697719872,675105900,1541500.0,143,6.801
1697719872,686591839,1543200.0,143,6.812
1697719872,698017592,1542900.0,143,6.823
1697719872,709341235,1542500.0,143,6.834
1697719872,720754193,1543500.0,143,6.845
1697719872,732186372,1542300.0,143,6.856
1697719872,743598607,1542300.0,143,6.867
1697719872,754966528,1542400.0,143,6.878
1697719872,766303522,1542700.0,143,6.889
1697719872,777806461,1543200.0,143,6.901
1697719872,789322363,1543800.0,143,6.913
1697719872,800607506,1541900.0,143,6.924
1697719872,812034556,1543700.0,143,6.935
1697719872,823514013,1542300.0,143,6.946
1697719872,834836841,1541700.0,143,6.957
1697719872,846356724,1543100.0,143,6.969
1697719872,857787811,1543100.0,143,6.98
1697719872,869169250,1541900.0,143,6.991
1697719872,880506874,1542300.0,143,7.002
1697719872,891867350,1543700.0,143,7.013
1697719872,903230697,1542700.0,143,7.024
1697719872,914649284,1544100.0,143,7.035
1697719872,926121241,1542300.0,143,7.046
1697719872,937521847,1543600.0,143,7.057
1697719872,948929137,1543100.0,143,7.068
1697719872,960326891,1542700.0,143,7.079
1697719872,971866589,1543200.0,143,7.091
1697719872,983327824,1543700.0,143,7.102
1697719872,994689745,1542500.0,143,7.113
1697719873,6173202,1542300.0,143,7.124
1697719873,17603235,1543000.0,143,7.135
1697719873,28932287,1542800.0,143,7.146
1697719873,40326857,1542000.0,143,7.157
1697719873,51944631,1543400.0,143,7.169
1697719873,63386887,1543300.0,143,7.18
1697719873,74720049,1544200.0,143,7.191
1697719873,86092935,1543100.0,143,7.202
1697719873,97574579,1542800.0,143,7.213
1697719873,109048390,1544400.0,144,7.224
1697719873,120392460,1543700.0,143,7.235
1697719873,131805864,1543000.0,143,7.246
1697719873,143252267,1542700.0,143,7.257
1697719873,154625393,1543700.0,143,7.268
1697719873,166117870,1542100.0,143,7.279
1697719873,177619811,1543100.0,143,7.291
1697719873,189057140,1542500.0,143,7.302
1697719873,200273600,1543900.0,143,7.313
1697719873,211574596,1543400.0,143,7.324
1697719873,222974610,1541700.0,143,7.335
1697719873,234333181,1542800.0,143,7.346
1697719873,245684714,1541900.0,143,7.357
1697719873,257055173,1541600.0,143,7.368
